Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL371345,,0,495.33,0,4.21,65 (table 4),O=C(O)CNC(=O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,CC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL839075,Cytotoxic concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
CHEMBL365135,,0,466.33,1,5.66,28 (table 1),CCc1ccccc1C(=O)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,ED50,'=',70,uM,,Non standard unit for type,,UO_0000064,,,,,0,CHEMBL832552,Effective dose for RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
CHEMBL364684,,0,520.3,2,6.04,40 (table 1),O=C(Cc1ccc(C(F)(F)F)cc1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,IC50,'=',1000,nM,6,,,UO_0000065,11.53,0.25,-0.04,7.93,0,CHEMBL827995,Inhibitory concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
CHEMBL194554,,0,437.29,0,4.5,25 (table 4),NC(=O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,ED50,'=',20,uM,,Non standard unit for type,,UO_0000064,,,,,0,CHEMBL832552,Effective dose for RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
CHEMBL371345,,0,495.33,0,4.21,65 (table 4),O=C(O)CNC(=O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,ED50,'>',50,uM,,Non standard unit for type,,UO_0000064,,,,,0,CHEMBL832552,Effective dose for RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
CHEMBL193596,,0,529.39,2,6.36,68 (table 4),O=C(Nc1ccc(O)cc1)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,IC50,'=',12000,nM,4.92,,,UO_0000065,9.3,0.19,-1.44,5.61,0,CHEMBL827995,Inhibitory concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
CHEMBL365748,,0,529.39,2,6.36,69 (table 4),O=C(Nc1cccc(O)c1)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,CC50,'=',25000,nM,,,,UO_0000065,,,,,0,CHEMBL839075,Cytotoxic concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
CHEMBL195300,,0,529.39,2,6.36,70 (table 4),O=C(Nc1ccccc1O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,ED50,'>',50,uM,,Non standard unit for type,,UO_0000064,,,,,0,CHEMBL832552,Effective dose for RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
CHEMBL195300,,0,529.39,2,6.36,70 (table 4),O=C(Nc1ccccc1O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,CC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL839075,Cytotoxic concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
CHEMBL195832,,0,557.4,2,6.35,71 (table 4),O=C(Nc1ccccc1C(=O)O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,IC50,'=',400,nM,6.4,,,UO_0000065,11.48,0.24,0.05,6.11,0,CHEMBL827995,Inhibitory concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
CHEMBL192674,,0,407.51,1,5.55,61 (table 3),CCc1ccccc1Oc1ccc(/C=C(\NC(=O)CCC2CCCC2)C(=O)O)cc1,ED50,'=',15,uM,,Non standard unit for type,,UO_0000064,,,,,0,CHEMBL832552,Effective dose for RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
CHEMBL195227,,0,458.35,1,5.75,52 (table 2),O=C(CC1CCCCC1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,IC50,'=',2200,nM,5.66,,,UO_0000065,12.34,0.27,-0.09,7.48,0,CHEMBL827995,Inhibitory concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
CHEMBL192831,,0,452.3,1,5.41,36 (table 1),Cc1ccc(C(=O)N/C(=C\c2ccc(Oc3ccccc3Br)cc2)C(=O)O)cc1,IC50,'=',250,nM,6.6,,,UO_0000065,14.6,0.31,1.19,8.73,0,CHEMBL827995,Inhibitory concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
CHEMBL191661,,0,481.35,0,4.12,64 (table 4),O=C(NCCO)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,Ratio,'=',3,,,,,,,,,,0,CHEMBL831764,Ratio for cellular to RNA dependent RNA polymerase Nonstructural protein 5B activity in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
CHEMBL192821,,0,474.26,1,5.38,34 (table 1),O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccc(F)cc1F,CC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL839075,Cytotoxic concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
CHEMBL191749,,0,458.35,1,5.75,59 (table 3),O=C(CCC1CCCC1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,Ratio,'=',2,,,,,,,,,,0,CHEMBL831764,Ratio for cellular to RNA dependent RNA polymerase Nonstructural protein 5B activity in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
CHEMBL193333,,0,513.39,2,6.65,67 (table 4),O=C(Nc1ccccc1)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,CC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL839075,Cytotoxic concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
CHEMBL194554,,0,437.29,0,4.5,25 (table 4),NC(=O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,IC50,'=',500,nM,6.3,,,UO_0000065,14.41,0.31,1.8,7.74,0,CHEMBL827995,Inhibitory concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
CHEMBL372685,,0,447.45,1,6.01,60 (table 3),O=C(CCC1CCCC1)N/C(=C\c1ccc(Oc2ccccc2C(F)(F)F)cc1)C(=O)O,ED50,'=',5,uM,,Non standard unit for type,,UO_0000064,,,,,0,CHEMBL832552,Effective dose for RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
CHEMBL426277,,0,534.33,2,6.43,42 (table 1),O=C(CCc1ccc(C(F)(F)F)cc1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,CC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL839075,Cytotoxic concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
CHEMBL192269,,0,449.24,0,4.04,46 (table 2),O=C(O)/C(=C/c1ccc(Oc2ccccc2I)cc1)NC(=O)C1CC1,IC50,'=',2800,nM,5.55,,,UO_0000065,12.36,0.3,1.51,7.34,0,CHEMBL827995,Inhibitory concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
CHEMBL191749,,0,458.35,1,5.75,59 (table 3),O=C(CCC1CCCC1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,CC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL839075,Cytotoxic concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
CHEMBL372277,,0,527.42,2,6.33,66 (table 4),O=C(NCc1ccccc1)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,IC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL827995,Inhibitory concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
CHEMBL372277,,0,527.42,2,6.33,66 (table 4),O=C(NCc1ccccc1)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,ED50,'>',50,uM,,Non standard unit for type,,UO_0000064,,,,,0,CHEMBL832552,Effective dose for RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
CHEMBL195300,,0,529.39,2,6.36,70 (table 4),O=C(Nc1ccccc1O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,IC50,'=',15000,nM,4.82,,,UO_0000065,9.11,0.19,-1.54,5.5,0,CHEMBL827995,Inhibitory concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
CHEMBL195549,,0,500.78,2,6.07,43 (table 1),O=C(CCc1ccc(Cl)cc1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,CC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL839075,Cytotoxic concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
CHEMBL364684,,0,520.3,2,6.04,40 (table 1),O=C(Cc1ccc(C(F)(F)F)cc1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,CC50,'=',18000,nM,,,,UO_0000065,,,,,0,CHEMBL839075,Cytotoxic concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
CHEMBL192831,,0,452.3,1,5.41,36 (table 1),Cc1ccc(C(=O)N/C(=C\c2ccc(Oc3ccccc3Br)cc2)C(=O)O)cc1,ED50,'>',100,uM,,Non standard unit for type,,UO_0000064,,,,,0,CHEMBL832552,Effective dose for RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
CHEMBL366197,,0,456.27,1,5.24,3 (Page 2812),O=C(O)/C(=C/c1ccc(Oc2c(F)cccc2Br)cc1)NC(=O)c1ccccc1,ED50,'=',60,uM,,Non standard unit for type,,UO_0000064,,,,,0,CHEMBL832552,Effective dose for RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
CHEMBL191832,,0,452.31,0,4,26 (table 4),NNC(=O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,IC50,'=',1000,nM,6,,,UO_0000065,13.27,0.28,2,6.42,0,CHEMBL827995,Inhibitory concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
CHEMBL192215,,0,578.2,2,5.63,39 (table 1),O=C(Cc1ccc(I)cc1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,CC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL839075,Cytotoxic concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
