Molecule_ChEMBL_ID,,IC50_StandardValue,,,,,,,,
CHEMBL364684,O=C(Cc1ccc(C(F)(F)F)cc1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,1000,,,,,,,,
CHEMBL193596,O=C(Nc1ccc(O)cc1)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,12000,,,,,,,,
CHEMBL195832,O=C(Nc1ccccc1C(=O)O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,400,,,,,,,,
CHEMBL195227,O=C(CC1CCCCC1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,2200,,,,,,,,
CHEMBL192831,Cc1ccc(C(=O)N/C(=C\c2ccc(Oc3ccccc3Br)cc2)C(=O)O)cc1,250,,,,,,,,
CHEMBL194554,NC(=O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,500,,,,,,,,
CHEMBL192269,O=C(O)/C(=C/c1ccc(Oc2ccccc2I)cc1)NC(=O)C1CC1,2800,,,,,,,,
CHEMBL372277,O=C(NCc1ccccc1)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,100000,,,,,,,,
CHEMBL195300,O=C(Nc1ccccc1O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,15000,,,,,,,,
CHEMBL191832,NNC(=O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,1000,,,,,,,,
CHEMBL195149,CONC(=O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,800,,,,,,,,
CHEMBL426277,O=C(CCc1ccc(C(F)(F)F)cc1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,370,,,,,,,,
CHEMBL426088,O=C(Cc1ccc(Br)cc1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,820,,,,,,,,
CHEMBL191661,O=C(NCCO)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,2700,,,,,,,,
CHEMBL195802,O=C(CCc1ccc(F)cc1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,600,,,,,,,,
CHEMBL427171,O=C(Cc1ccc(Cl)cc1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,940,,,,,,,,
CHEMBL192215,O=C(Cc1ccc(I)cc1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,1000,,,,,,,,
CHEMBL365748,O=C(Nc1cccc(O)c1)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,1900,,,,,,,,
CHEMBL372685,O=C(CCC1CCCC1)N/C(=C\c1ccc(Oc2ccccc2C(F)(F)F)cc1)C(=O)O,6300,,,,,,,,
CHEMBL365105,O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccc(Br)cc1,120,,,,,,,,
CHEMBL371601,O=C(CCC1CCCCC1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,13000,,,,,,,,
CHEMBL192112,Nc1ccc(Oc2ccc(/C=C(\NC(=O)CCC3CCCC3)C(=O)O)cc2)c(C(F)(F)F)c1,14000,,,,,,,,
CHEMBL371345,O=C(O)CNC(=O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,60,,,,,,,,
CHEMBL195549,O=C(CCc1ccc(Cl)cc1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,500,,,,,,,,
CHEMBL191977,O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)C1CCCCC1,200,,,,,,,,
CHEMBL366197,O=C(O)/C(=C/c1ccc(Oc2c(F)cccc2Br)cc1)NC(=O)c1ccccc1,30,,,,,,,,
CHEMBL192821,O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccc(F)cc1F,230,,,,,,,,
CHEMBL193333,O=C(Nc1ccccc1)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,100000,,,,,,,,
CHEMBL195211,O=C(CO)N/C(=C\c1ccc(Oc2ccccc2I)cc1)C(=O)O,2000,,,,,,,,
CHEMBL194448,O=C(O)CCCC(=O)N/C(=C\c1ccc(Oc2ccccc2I)cc1)C(=O)O,830,,,,,,,,
CHEMBL192804,O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1cccc(F)c1,90,,,,,,,,
CHEMBL192222,O=C(Cc1ccc(F)cc1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,2200,,,,,,,,
CHEMBL191820,O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)C12CC3CC(CC(C3)C1)C2,70,,,,,,,,
CHEMBL189927,O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1F,180,,,,,,,,
CHEMBL192842,O=C(CCC1CCCC1)N/C(=C\c1ccc(Oc2ccccc2I)cc1)C(=O)O,7000,,,,,,,,
CHEMBL192358,O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)C1CC2CCC1C2,100,,,,,,,,
CHEMBL193049,O=C(O)/C(=C/c1ccc(-c2ccccc2)o1)NC(=O)c1ccccc1,6700,,,,,,,,
CHEMBL363426,O=C(O)/C(=C/c1ccc(Oc2ccccc2I)cc1)NC(=O)C(O)c1ccccc1,3100,,,,,,,,
CHEMBL192896,O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1O,80,,,,,,,,
CHEMBL191749,O=C(CCC1CCCC1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,6000,,,,,,,,
CHEMBL188442,O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,100,,,,,,,,
CHEMBL190800,O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccc(Cl)cc1,110,,,,,,,,
CHEMBL192137,CC(O)C(=O)N/C(=C\c1ccc(Oc2ccccc2I)cc1)C(=O)O,4800,,,,,,,,
CHEMBL192674,CCc1ccccc1Oc1ccc(/C=C(\NC(=O)CCC2CCCC2)C(=O)O)cc1,7100,,,,,,,,
CHEMBL193835,O=C(CC1CCCC1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,850,,,,,,,,
CHEMBL365135,CCc1ccccc1C(=O)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,50,,,,,,,,
CHEMBL371821,O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccc(F)c(F)c1,230,,,,,,,,
CHEMBL210597,O=C(O)[C@@H]1CCCN1S(=O)(=O)c1cc(Cl)c(Cl)c(Cl)c1O,80,,,,,,,,
CHEMBL379117,CC(=O)Nc1cc(C)c(Cl)cc1S(=O)(=O)N1CCC[C@H]1C(=O)O,20000,,,,,,,,
CHEMBL382995,O=C(O)[C@H]1CSCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1O,1700,,,,,,,,
CHEMBL426503,N#C[C@@H]1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1O,1400,,,,,,,,
CHEMBL209167,O=C(O)[C@H]1CCCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1O,7100,,,,,,,,
CHEMBL379608,COC(=O)[C@@H]1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1O,20000,,,,,,,,
CHEMBL210596,O=C(O)[C@@H]1CCCN1S(=O)(=O)c1cc(Cl)cc(Br)c1O,260,,,,,,,,
CHEMBL208084,Cc1cc(NC(=O)c2ccccc2)c(S(=O)(=O)N2CCC[C@H]2C(=O)O)cc1Cl,20000,,,,,,,,
CHEMBL210593,Cc1cc(S(=O)(=O)N2CCC[C@H]2C(=O)O)c(N)cc1Cl,3100,,,,,,,,
CHEMBL207500,O=C(O)[C@@H]1CCCN1S(=O)(=O)c1cc(F)cc(Cl)c1O,2100,,,,,,,,
CHEMBL378114,O=S(=O)(c1cc(Cl)cc(Cl)c1O)N1CCC[C@H]1c1nn[nH]n1,560,,,,,,,,
CHEMBL379855,O=S(=O)(c1cc(Cl)cc(Cl)c1O)N1CCCC1,4800,,,,,,,,
CHEMBL380182,O=C(O)[C@H]1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1O,7900,,,,,,,,
CHEMBL208442,Cc1cc(N)c(S(=O)(=O)N2CCC[C@H]2C(=O)O)cc1Cl,5950,,,,,,,,
CHEMBL208803,O=C(O)[C@@H]1CCCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1O,2000,,,,,,,,
CHEMBL206946,O=C(O)[C@@H]1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1,20000,,,,,,,,
CHEMBL207979,O=C(O)[C@@H]1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1O,770,,,,,,,,
CHEMBL207911,O=C(O)[C@@H]1CSCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1O,240,,,,,,,,
CHEMBL208343,Nc1ccccc1S(=O)(=O)N1CCC[C@H]1C(=O)O,20000,,,,,,,,
